audit_version,audit_group,market_id,asset_symbol,question,treatment_verdict,treatment_action,review_priority,question_structure,required_probability_transform,requires_external_baseline,requires_path_aggregation,standalone_signal_role,current_family,recommended_family,economic_event_group,current_gemini_side,current_gemini_confidence,current_gemini_reason,recommended_polarity_treatment,recommended_probability_treatment,recommended_entry_treatment,recommended_exit_treatment,recommended_weighting,generalizable_edge,overfit_guard,polymarket_rule_summary,polymarket_end_date,polymarket_url,authority_source_url,api_source_url
polymarket-treatment-audit-2026-07-13,Macro,0xdc94cd7ba364829f78c56484761e22eccb57d982dbef5b9de852666187a80aa3,UGA,Will average US gas price be $3.14 or less on February 21?,Partly correct,quarantine,High,observable commodity-price threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,macro,observable commodity-price path,US retail gasoline February 2025 path,NO bullish,0.9,Lower gas prices are bearish for gasoline ETF.,"Low retail gasoline is not uniformly bullish or bearish for refiners; margins, crude inputs, seasonality and demand matter. UGA has the cleanest direct sign.",Treat adjacent dates as a path/term structure and compare it with futures and seasonality; do not treat each date as an independent event.,Require a discrepancy between the implied retail-price path and an external market/seasonal benchmark.,End before the exact AAA observation/publication timestamp used by the rules.,"One gasoline-price trajectory, with asset-specific exposure applied after event identification.",Extract the market-implied slope of retail gasoline prices and compare it with wholesale gasoline/crude spreads.,A universal basis/seasonality model; no hand-tuned sign for individual refiners.,"This market will resolve according to the average US regular gas price according to AAA on February 21, 2025. This market will resolve based on the first two digits of the reported price (e.g., if the price is reported as $3.157, this market will resolve to the ""$3.15"" bracket). The resolution source for this market will be information from the American Automotive Association (AAA), presently found here:...",2025-02-21T12:00:00Z,https://polymarket.com/event/average-us-gas-prices-on-february-21/will-average-us-gas-price-be-3pt14-or-less-on-february-21,https://gasprices.aaa.com/,https://gamma-api.polymarket.com/public-search?q=Will+average+US+gas+price+be+%243.14+or+less+on+February+21%3F
polymarket-treatment-audit-2026-07-13,Macro,0xdc94cd7ba364829f78c56484761e22eccb57d982dbef5b9de852666187a80aa3,VLO,Will average US gas price be $3.14 or less on February 21?,Partly correct,quarantine,High,observable commodity-price threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,macro,observable commodity-price path,US retail gasoline February 2025 path,NO bullish,0.9,Lower gas prices are bearish for refiner revenue.,"Low retail gasoline is not uniformly bullish or bearish for refiners; margins, crude inputs, seasonality and demand matter. UGA has the cleanest direct sign.",Treat adjacent dates as a path/term structure and compare it with futures and seasonality; do not treat each date as an independent event.,Require a discrepancy between the implied retail-price path and an external market/seasonal benchmark.,End before the exact AAA observation/publication timestamp used by the rules.,"One gasoline-price trajectory, with asset-specific exposure applied after event identification.",Extract the market-implied slope of retail gasoline prices and compare it with wholesale gasoline/crude spreads.,A universal basis/seasonality model; no hand-tuned sign for individual refiners.,"This market will resolve according to the average US regular gas price according to AAA on February 21, 2025. This market will resolve based on the first two digits of the reported price (e.g., if the price is reported as $3.157, this market will resolve to the ""$3.15"" bracket). The resolution source for this market will be information from the American Automotive Association (AAA), presently found here:...",2025-02-21T12:00:00Z,https://polymarket.com/event/average-us-gas-prices-on-february-21/will-average-us-gas-price-be-3pt14-or-less-on-february-21,https://gasprices.aaa.com/,https://gamma-api.polymarket.com/public-search?q=Will+average+US+gas+price+be+%243.14+or+less+on+February+21%3F
polymarket-treatment-audit-2026-07-13,Macro,0xe51245d2716359eda92c7138fbe92d6085e9bfae79260190772bdc09da4aefcf,UGA,Will the price of gas be 3.14 or less on February 28?,Partly correct,quarantine,High,observable commodity-price threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,macro,observable commodity-price path,US retail gasoline February 2025 path,NO bullish,0.9,"NO implies gas price is higher than $3.14, which is bullish for UGA.","Low retail gasoline is not uniformly bullish or bearish for refiners; margins, crude inputs, seasonality and demand matter. UGA has the cleanest direct sign.",Treat adjacent dates as a path/term structure and compare it with futures and seasonality; do not treat each date as an independent event.,Require a discrepancy between the implied retail-price path and an external market/seasonal benchmark.,End before the exact AAA observation/publication timestamp used by the rules.,"One gasoline-price trajectory, with asset-specific exposure applied after event identification.",Extract the market-implied slope of retail gasoline prices and compare it with wholesale gasoline/crude spreads.,A universal basis/seasonality model; no hand-tuned sign for individual refiners.,"This market will resolve according to the average US regular gas price according to AAA on February 28, 2025. This market will resolve based on the first two digits of the reported price (e.g., if the price is reported as $3.157, this market will resolve to the ""$3.15"" bracket). The resolution source for this market will be information from the American Automotive Association (AAA), presently found here:...",2025-02-28T12:00:00Z,https://polymarket.com/event/average-us-gas-prices-on-february-28/will-the-price-of-gas-be-3pt14-or-less-on-february-28,https://gasprices.aaa.com/,https://gamma-api.polymarket.com/public-search?q=Will+the+price+of+gas+be+3.14+or+less+on+February+28%3F
polymarket-treatment-audit-2026-07-13,Macro,0x30f13260d928abdd1e19f35ae4c8fed8a9f1000951f03b92da78af4a23acc64e,USO,Will OPEC crude oil production be above 18 million barrels per day in May?,Partly correct,quarantine,High,commodity supply statistic,consensus_surprise,True,False,quarantined_until_transform_available,macro,scheduled commodity supply release,Will OPEC crude oil production be above 18 million barrels per day in May,NO bullish,1.0,Lower OPEC production implies tighter oil supply.,"Higher realized OPEC production is bearish oil directionally, but only the surprise relative to expected supply is informative.",Use the implied production distribution and revision versus consensus/nowcasts; distinguish realized production from announced quotas.,Trigger on a pre-release distribution shift with a fixed minimum economic surprise.,"End before the OPEC report publication, not at the reference month's end.",One OPEC monthly production event.,"Prediction probabilities may aggregate outage, compliance and tanker-flow information before the monthly report.","Predefine report table, unit, member coverage and consensus source.","This market will resolve to “Yes” if OPEC crude oil production (barrels per day) for the month of May, 2026, as reported in the June 2026 OPEC Monthly Oil Market Report, is above the listed amount. Otherwise, this market will resolve to “No”. The June 2026 OPEC Monthly Oil Market Report is scheduled to be published on June 11, 2026 The relevant figure is the Total OPEC crude oil production for the month of May 2026, as...",2026-06-11T00:00:00Z,https://polymarket.com/event/opec-crude-oil-production-above-in-may/will-opec-crude-oil-production-be-above-18-million-barrels-per-day-in-may,https://www.opec.org/monthly-oil-market-report.html,https://gamma-api.polymarket.com/public-search?q=Will+OPEC+crude+oil+production+be+above+18+million+barrels+per+day+in+May%3F
polymarket-treatment-audit-2026-07-13,Macro,0x0cce393d158fabda31e8fd4a96f2270ea78397e6f2a5ce29bad4c407aad4b234,TLT,Will the US add more than 125k jobs in November?,Needs redesign,quarantine,High,macro data threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,macro,scheduled macro release,Will the US add more than 125k jobs in November,NO bullish,0.9,"Fewer jobs imply weaker economy and lower rates, bullish for long-duration bonds.",Direction is conditional on the surprise versus consensus and the prevailing inflation/growth regime. The raw high/low outcome is not enough.,Reconstruct the release distribution from adjacent thresholds where available; compare the implied mean/tails with economist consensus and rates-market pricing.,"Use a pre-specified surprise score and probability revision before the official release, not a universal probability-level threshold.","For 8:30 ET releases, daily-data H1 ends at the prior trading close. Preserve revised release calendars point in time.",One release event across all thresholds and mapped assets; cluster CPI/payroll/claims windows and do not count threshold contracts separately.,"A 24/7 implied distribution can reveal belief revisions before scheduled macro releases, especially in tails that point forecasts hide.","Freeze the consensus source, release definition and regime rule before evaluation; report each release family separately.","This market will resolve according to the nonfarm payroll employment reported by the BLS ""Employment Situation Summary"" for November 2025, scheduled to be released on December 16, 2025, 8:30 AM ET. If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket. If no data for November is released by the date the next month's data is scheduled to be released, this market...",2025-12-16T00:00:00Z,https://polymarket.com/event/how-many-jobs-added-in-november-693/will-the-us-add-more-than-125k-jobs-in-november,https://www.bls.gov/bls/newsrels.htm,https://gamma-api.polymarket.com/public-search?q=Will+the+US+add+more+than+125k+jobs+in+November%3F
polymarket-treatment-audit-2026-07-13,Macro,0x0cce393d158fabda31e8fd4a96f2270ea78397e6f2a5ce29bad4c407aad4b234,XLU,Will the US add more than 125k jobs in November?,Needs redesign,quarantine,High,macro data threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,macro,scheduled macro release,Will the US add more than 125k jobs in November,NO bullish,0.85,"Fewer jobs imply weaker economy and lower rates, bullish for rate-sensitive utilities.",Direction is conditional on the surprise versus consensus and the prevailing inflation/growth regime. The raw high/low outcome is not enough.,Reconstruct the release distribution from adjacent thresholds where available; compare the implied mean/tails with economist consensus and rates-market pricing.,"Use a pre-specified surprise score and probability revision before the official release, not a universal probability-level threshold.","For 8:30 ET releases, daily-data H1 ends at the prior trading close. Preserve revised release calendars point in time.",One release event across all thresholds and mapped assets; cluster CPI/payroll/claims windows and do not count threshold contracts separately.,"A 24/7 implied distribution can reveal belief revisions before scheduled macro releases, especially in tails that point forecasts hide.","Freeze the consensus source, release definition and regime rule before evaluation; report each release family separately.","This market will resolve according to the nonfarm payroll employment reported by the BLS ""Employment Situation Summary"" for November 2025, scheduled to be released on December 16, 2025, 8:30 AM ET. If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket. If no data for November is released by the date the next month's data is scheduled to be released, this market...",2025-12-16T00:00:00Z,https://polymarket.com/event/how-many-jobs-added-in-november-693/will-the-us-add-more-than-125k-jobs-in-november,https://www.bls.gov/bls/newsrels.htm,https://gamma-api.polymarket.com/public-search?q=Will+the+US+add+more+than+125k+jobs+in+November%3F
polymarket-treatment-audit-2026-07-13,Non-Iran Geo,508501,ZIM,East coast port strike ends by Friday?,Needs redesign,quarantine,Critical,labor-disruption deadline,deadline_hazard,False,True,quarantined_until_transform_available,geo,labor/logistics disruption hazard,ILA East/Gulf Coast port strike 2024,YES bullish,0.9,End of strike improves shipping operations.,"Normalize every contract to one latent state: probability the disruption is active. For ZIM, the sign is structurally ambiguous because freight-rate benefits and operational disruption work in opposite directions.",Combine strike-start and strike-end deadlines into a duration/hazard curve; invert 'ends by' markets so all probabilities share the same disruption direction.,Require a material shift in the latent disruption-duration estimate and an ex-ante exposure sign; otherwise mark NEITHER.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One ILA strike event, not four independent questions.","The deadline ladder can estimate expected strike duration continuously, which is more informative than any one YES/NO contract.",Use the same start/end normalization and duration extraction for every labor or operational disruption.,"This market will resolve to ""Yes"" if the ongoing International Longshoremen's Association (ILA) strike ends by October 4, 2024, 11:59 PM ET. Otherwise, this market will resolve to ""No"". The primary resolution source for this market will be official information from the ILA , however a consensus of credible reporting will also be used.",2024-11-04T12:00:00Z,https://polymarket.com/event/longshoremen-east-coast-port-strike-ends-by-friday,,https://gamma-api.polymarket.com/markets/508501
polymarket-treatment-audit-2026-07-13,Non-Iran Geo,508507,ZIM,East coast port strike ends by next Friday?,Needs redesign,quarantine,Critical,labor-disruption deadline,deadline_hazard,False,True,quarantined_until_transform_available,geo,labor/logistics disruption hazard,ILA East/Gulf Coast port strike 2024,YES bullish,0.9,End of strike improves shipping operations.,"Normalize every contract to one latent state: probability the disruption is active. For ZIM, the sign is structurally ambiguous because freight-rate benefits and operational disruption work in opposite directions.",Combine strike-start and strike-end deadlines into a duration/hazard curve; invert 'ends by' markets so all probabilities share the same disruption direction.,Require a material shift in the latent disruption-duration estimate and an ex-ante exposure sign; otherwise mark NEITHER.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One ILA strike event, not four independent questions.","The deadline ladder can estimate expected strike duration continuously, which is more informative than any one YES/NO contract.",Use the same start/end normalization and duration extraction for every labor or operational disruption.,"This market will resolve to ""Yes"" if the ongoing International Longshoremen's Association (ILA) strike ends by October 11, 2024, 11:59 PM ET. Otherwise, this market will resolve to ""No"". The primary resolution source for this market will be official information from the ILA , however a consensus of credible reporting will also be used.",2024-10-11T12:00:00Z,https://polymarket.com/event/longshoremen-east-coast-port-strike-ends-by-next-friday,,https://gamma-api.polymarket.com/markets/508507
polymarket-treatment-audit-2026-07-13,Non-Iran Geo,508508,ZIM,East coast port strike ends in October?,Needs redesign,quarantine,Critical,labor-disruption deadline,deadline_hazard,False,True,quarantined_until_transform_available,geo,labor/logistics disruption hazard,ILA East/Gulf Coast port strike 2024,YES bullish,0.9,Port strike ending is good for shipping operations.,"Normalize every contract to one latent state: probability the disruption is active. For ZIM, the sign is structurally ambiguous because freight-rate benefits and operational disruption work in opposite directions.",Combine strike-start and strike-end deadlines into a duration/hazard curve; invert 'ends by' markets so all probabilities share the same disruption direction.,Require a material shift in the latent disruption-duration estimate and an ex-ante exposure sign; otherwise mark NEITHER.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One ILA strike event, not four independent questions.","The deadline ladder can estimate expected strike duration continuously, which is more informative than any one YES/NO contract.",Use the same start/end normalization and duration extraction for every labor or operational disruption.,"This market will resolve to ""Yes"" if the ongoing International Longshoremen's Association (ILA) strike ends by October 31, 2024, 11:59 PM ET. Otherwise, this market will resolve to ""No"". The primary resolution source for this market will be official information from the ILA , however a consensus of credible reporting will also be used.",2024-10-31T12:00:00Z,https://polymarket.com/event/longshoremen-east-coast-port-strike-ends-in-october,,https://gamma-api.polymarket.com/markets/508508
polymarket-treatment-audit-2026-07-13,Non-Iran Geo,507493,ZIM,Longshoremen east coast strike by Oct 1?,Needs redesign,quarantine,Critical,labor-disruption deadline,deadline_hazard,False,True,quarantined_until_transform_available,geo,labor/logistics disruption hazard,ILA East/Gulf Coast port strike 2024,NO bullish,0.9,No strike avoids shipping disruption and costs.,"Normalize every contract to one latent state: probability the disruption is active. For ZIM, the sign is structurally ambiguous because freight-rate benefits and operational disruption work in opposite directions.",Combine strike-start and strike-end deadlines into a duration/hazard curve; invert 'ends by' markets so all probabilities share the same disruption direction.,Require a material shift in the latent disruption-duration estimate and an ex-ante exposure sign; otherwise mark NEITHER.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,"One ILA strike event, not four independent questions.","The deadline ladder can estimate expected strike duration continuously, which is more informative than any one YES/NO contract.",Use the same start/end normalization and duration extraction for every labor or operational disruption.,"This market will resolve to ""Yes"" if the International Longshoremen's Association (ILA) or its leadership declares or announces a strike affecting any US East Coast or Gulf Coast port by 11:59 PM ET on October 1, 2024. Otherwise, this market will resolve to ""No."" The resolution source will be official announcements from the ILA however a consensus of credible reporting will also be used.",2024-10-01T12:00:00Z,https://polymarket.com/event/longshoremens-east-coast-port-strike,,https://gamma-api.polymarket.com/markets/507493
polymarket-treatment-audit-2026-07-13,Non-Iran Geo,0x9b9e407d51ae6f81ffd71d40a972be8987f0d43601cb178253ad0ce4837ffb17,BNO,Israel x Hezbollah Ceasefire in September?,Mostly correct after controls,primary_controlled,High,substantive ceasefire deadline,probability_revision,False,False,primary_with_event_controls,geo,substantive geopolitical de-escalation,Israel x Hezbollah Ceasefire in September,NO bullish,0.9,Ceasefire reduces Middle East oil supply risk premium.,"A genuine mutually agreed ceasefire is a cleaner de-escalation signal than a meeting or plan. Commodity direction can be assigned from the fixed escalation channel, but magnitude remains regime-dependent.",Use signed probability change and time-to-deadline hazard; combine overlapping ceasefire deadlines into one latent de-escalation probability.,"Require that the full rules describe a substantive bilateral halt, not merely talks, intentions or a temporary unilateral pause.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,One conflict-phase economic event across deadlines and mapped commodities.,"Cross-market confirmation among ceasefire, agreement and operational-risk markets can estimate a latent de-escalation factor.",Predefine substantive-event criteria and conflict-level clustering; do not promote process events after they happen to work.,"This market will resolve to ""Yes"" if the government of Israel and Hezbollah both officially announce an armistice, ceasefire and/or negotiated settlement between the two parties that will go into effect by September 30, 2024, 11:59 PM ET. To count toward the resolution of this market, an armistice, ceasefire, and/or negotiated settlement must be indicative of at least a temporary pause in the Israel-Hezbollah military...",2024-09-30T12:00:00Z,https://polymarket.com/event/israel-x-hezbollah-ceasefire-in-september/israel-x-hezbollah-ceasefire-in-september,,https://gamma-api.polymarket.com/public-search?q=Israel+x+Hezbollah+Ceasefire+in+September%3F
polymarket-treatment-audit-2026-07-13,Non-Iran Geo,0x9b9e407d51ae6f81ffd71d40a972be8987f0d43601cb178253ad0ce4837ffb17,CVX,Israel x Hezbollah Ceasefire in September?,Mostly correct after controls,primary_controlled,High,substantive ceasefire deadline,probability_revision,False,False,primary_with_event_controls,geo,substantive geopolitical de-escalation,Israel x Hezbollah Ceasefire in September,NO bullish,0.8,"Ceasefire reduces Middle East oil supply risk premium, lowering crude prices.","A genuine mutually agreed ceasefire is a cleaner de-escalation signal than a meeting or plan. Commodity direction can be assigned from the fixed escalation channel, but magnitude remains regime-dependent.",Use signed probability change and time-to-deadline hazard; combine overlapping ceasefire deadlines into one latent de-escalation probability.,"Require that the full rules describe a substantive bilateral halt, not merely talks, intentions or a temporary unilateral pause.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,One conflict-phase economic event across deadlines and mapped commodities.,"Cross-market confirmation among ceasefire, agreement and operational-risk markets can estimate a latent de-escalation factor.",Predefine substantive-event criteria and conflict-level clustering; do not promote process events after they happen to work.,"This market will resolve to ""Yes"" if the government of Israel and Hezbollah both officially announce an armistice, ceasefire and/or negotiated settlement between the two parties that will go into effect by September 30, 2024, 11:59 PM ET. To count toward the resolution of this market, an armistice, ceasefire, and/or negotiated settlement must be indicative of at least a temporary pause in the Israel-Hezbollah military...",2024-09-30T12:00:00Z,https://polymarket.com/event/israel-x-hezbollah-ceasefire-in-september/israel-x-hezbollah-ceasefire-in-september,,https://gamma-api.polymarket.com/public-search?q=Israel+x+Hezbollah+Ceasefire+in+September%3F
polymarket-treatment-audit-2026-07-13,Non-Iran Geo,0x9b9e407d51ae6f81ffd71d40a972be8987f0d43601cb178253ad0ce4837ffb17,USO,Israel x Hezbollah Ceasefire in September?,Mostly correct after controls,primary_controlled,High,substantive ceasefire deadline,probability_revision,False,False,primary_with_event_controls,geo,substantive geopolitical de-escalation,Israel x Hezbollah Ceasefire in September,NO bullish,0.9,Ceasefire reduces Middle East oil supply risk premium.,"A genuine mutually agreed ceasefire is a cleaner de-escalation signal than a meeting or plan. Commodity direction can be assigned from the fixed escalation channel, but magnitude remains regime-dependent.",Use signed probability change and time-to-deadline hazard; combine overlapping ceasefire deadlines into one latent de-escalation probability.,"Require that the full rules describe a substantive bilateral halt, not merely talks, intentions or a temporary unilateral pause.",Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,One conflict-phase economic event across deadlines and mapped commodities.,"Cross-market confirmation among ceasefire, agreement and operational-risk markets can estimate a latent de-escalation factor.",Predefine substantive-event criteria and conflict-level clustering; do not promote process events after they happen to work.,"This market will resolve to ""Yes"" if the government of Israel and Hezbollah both officially announce an armistice, ceasefire and/or negotiated settlement between the two parties that will go into effect by September 30, 2024, 11:59 PM ET. To count toward the resolution of this market, an armistice, ceasefire, and/or negotiated settlement must be indicative of at least a temporary pause in the Israel-Hezbollah military...",2024-09-30T12:00:00Z,https://polymarket.com/event/israel-x-hezbollah-ceasefire-in-september/israel-x-hezbollah-ceasefire-in-september,,https://gamma-api.polymarket.com/public-search?q=Israel+x+Hezbollah+Ceasefire+in+September%3F
